ir_quality,temperature,humidity,methane,Smoke
57,85,4,51,1
61,96,2,52,1
49,32,32,8,0
80,67,4,45,1
39,42,19,11,0
72,67,3,51,1
49,36,12,11,0
90,56,5,62,1
89,92,3,65,1
46,39,13,7,0
81,61,5,42,1
100,75,3,69,1
78,70,5,70,1
96,79,3,58,1
51,51,2,49,1
89,70,4,46,1
57,63,5,62,1
61,79,4,68,1
9,22,50,5,0
84,80,3,64,1
38,39,14,11,0
70,72,3,42,1
100,71,5,63,1
92,88,3,58,1
80,67,5,46,1
3,25,74,6,0
43,42,30,7,0
2,27,59,6,0
77,88,2,56,1
80,60,3,67,1
9,22,77,0,0
45,49,32,15,0
36,35,23,12,0
94,84,4,58,1
37,44,19,9,0
74,65,5,62,1
36,47,21,14,0
13,25,55,1,0
44,44,10,11,0
99,87,5,41,1
44,48,35,9,0
73,86,2,54,1
0,26,72,3,0
59,97,2,43,1
35,33,31,10,0
65,52,3,66,1
77,63,3,46,1
35,31,24,11,0
70,77,4,68,1
54,79,4,40,1
50,61,2,64,1
60,59,2,47,1
65,71,2,48,1
61,79,3,62,1
67,96,4,54,1
0,24,63,6,0
77,68,2,69,1
37,45,12,7,0
49,31,31,9,0
98,52,2,40,1
99,61,5,50,1
35,39,16,11,0
43,41,23,7,0
47,41,25,10,0
61,53,3,54,1
41,43,31,7,0
92,78,5,57,1
54,91,2,69,1
43,37,10,14,0
83,96,3,40,1
5,27,70,5,0
53,92,2,69,1
15,30,50,4,0
78,66,3,48,1
88,59,3,61,1
95,72,3,57,1
80,71,5,56,1
83,51,5,59,1
75,76,4,53,1
95,94,5,43,1
79,67,4,67,1
79,98,3,51,1
44,44,35,13,0
71,75,4,53,1
61,66,2,40,1
47,33,10,10,0
50,55,3,69,1
78,66,4,51,1
68,94,2,69,1
39,44,20,7,0
58,77,2,45,1
83,74,5,55,1
45,44,28,15,0
73,52,2,51,1
62,66,4,56,1
41,40,26,13,0
72,71,5,44,1
55,75,3,58,1
54,85,3,40,1
46,35,32,11,0
55,83,2,44,1
1,26,81,7,0
63,81,5,66,1
3,24,53,0,0
3,25,83,5,0
84,88,3,68,1
66,58,4,57,1
60,79,3,60,1
56,74,4,59,1
78,54,5,41,1
89,57,4,58,1
41,38,25,15,0
82,97,5,64,1
46,31,24,15,0
47,45,10,13,0
45,32,15,12,0
47,47,27,10,0
75,97,2,62,1
49,34,25,15,0
99,98,4,53,1
62,54,3,40,1
64,55,5,56,1
54,69,4,59,1
62,56,3,65,1
62,80,5,57,1
44,39,22,12,0
99,73,5,44,1
96,84,4,47,1
67,88,2,57,1
76,61,3,68,1
80,68,2,55,1
36,46,18,12,0
42,34,11,13,0
100,82,2,67,1
39,42,35,8,0
73,84,3,42,1
65,82,3,70,1
7,25,65,1,0
8,27,62,7,0
11,24,67,7,0
46,40,27,10,0
7,24,81,6,0
86,92,2,69,1
8,21,83,0,0
48,48,16,10,0
3,20,54,2,0
77,60,3,68,1
50,82,5,62,1
99,94,5,44,1
70,55,3,43,1
45,35,24,11,0
41,34,28,12,0
97,81,3,62,1
12,22,60,3,0
94,100,4,54,1
53,65,3,54,1
58,72,5,64,1
52,76,4,63,1
93,99,2,55,1
83,62,2,70,1
76,93,3,53,1
94,60,3,44,1
79,68,2,57,1
40,32,12,12,0
87,60,5,66,1
57,71,3,41,1
35,44,19,14,0
76,79,2,53,1
7,27,58,4,0
14,27,81,0,0
36,38,17,9,0
66,59,4,54,1
8,27,56,7,0
57,96,5,65,1
61,97,2,53,1
36,42,24,9,0
46,38,21,15,0
11,28,74,3,0
39,43,33,12,0
42,33,13,8,0
59,58,3,44,1
79,52,2,58,1
91,97,4,59,1
57,56,3,45,1
64,94,2,44,1
36,40,17,9,0
73,83,4,69,1
7,30,72,0,0
91,66,4,51,1
77,89,4,56,1
41,47,10,9,0
63,83,2,58,1
14,30,53,3,0
13,21,57,0,0
79,70,2,45,1
78,53,2,61,1
70,79,5,62,1
79,81,3,57,1
36,49,30,7,0
50,60,2,43,1
41,47,35,10,0
2,28,54,0,0
75,84,5,63,1
73,78,4,57,1
44,40,11,8,0
4,29,85,4,0
49,31,17,10,0
67,69,4,65,1
91,60,2,69,1
7,26,79,1,0
36,49,30,13,0
92,87,5,45,1
81,76,3,62,1
56,63,3,63,1
14,30,62,5,0
86,83,2,57,1
48,40,21,15,0
9,27,81,5,0
79,76,5,52,1
77,89,3,41,1
45,35,24,13,0
71,81,5,49,1
59,84,3,62,1
62,66,5,54,1
94,76,3,42,1
95,94,2,62,1
56,89,2,49,1
100,92,5,49,1
66,87,5,49,1
60,90,4,58,1
94,58,3,51,1
35,41,10,8,0
12,29,71,4,0
13,26,54,7,0
15,23,70,2,0
37,44,32,7,0
82,84,2,49,1
69,62,2,45,1
8,25,81,1,0
75,68,4,60,1
35,43,21,7,0
66,86,4,70,1
38,40,19,10,0
48,39,26,14,0
39,37,29,12,0
96,84,4,45,1
53,63,3,48,1
3,30,58,6,0
93,57,4,45,1
80,57,5,48,1
85,87,4,69,1
42,37,29,12,0
6,22,68,6,0
74,83,3,67,1
64,97,2,41,1
72,79,5,69,1
78,88,2,69,1
10,27,60,5,0
69,63,2,63,1
87,71,4,50,1
53,78,2,59,1
66,52,2,54,1
98,54,2,59,1
36,33,24,13,0
79,91,3,67,1
99,84,5,57,1
66,82,5,70,1
87,56,4,50,1
42,36,20,11,0
84,77,5,66,1
91,82,2,61,1
55,100,4,63,1
48,31,20,14,0
95,80,3,49,1
62,67,5,50,1
36,48,22,7,0
41,49,24,15,0
46,50,26,12,0
75,62,4,57,1
3,29,66,2,0
56,53,2,46,1
94,62,3,44,1
62,92,3,46,1
52,54,5,60,1
63,70,5,67,1
83,58,2,62,1
42,47,13,8,0
41,41,32,14,0
47,46,17,8,0
91,58,4,64,1
77,92,3,50,1
11,25,78,6,0
47,33,30,14,0
69,53,4,44,1
93,94,3,50,1
57,91,2,44,1
50,53,5,45,1
60,71,5,66,1
78,54,3,61,1
47,46,33,10,0
48,41,25,7,0
9,26,65,2,0
87,75,3,49,1
42,35,13,15,0
44,34,28,15,0
12,26,67,2,0
57,57,4,49,1
3,29,69,5,0
52,58,2,70,1
36,32,17,14,0
85,100,2,42,1
72,94,3,40,1
62,96,3,53,1
45,36,29,11,0
46,48,15,13,0
93,87,3,41,1
96,77,4,40,1
97,51,4,59,1
8,29,61,4,0
87,92,4,56,1
100,89,2,67,1
86,85,2,54,1
55,58,5,43,1
35,44,16,13,0
38,33,14,7,0
73,95,2,41,1
91,54,2,69,1
90,61,3,49,1
55,96,3,47,1
89,83,4,43,1
78,82,2,68,1
74,85,5,59,1
76,54,4,52,1
97,93,5,47,1
12,28,83,4,0
42,42,30,15,0
38,45,20,14,0
37,42,12,8,0
42,44,35,12,0
12,25,82,4,0
62,89,4,63,1
88,78,3,48,1
92,92,5,41,1
100,93,5,53,1
50,71,5,59,1
56,52,4,52,1
47,44,11,14,0
59,91,3,47,1
60,80,2,50,1
47,45,24,14,0
6,29,82,5,0
43,48,33,10,0
84,84,3,41,1
50,95,5,49,1
13,29,72,3,0
59,98,2,52,1
49,38,14,8,0
99,52,5,60,1
35,32,27,15,0
5,29,83,7,0
67,72,2,52,1
1,27,54,7,0
58,71,5,64,1
86,100,4,47,1
49,35,15,15,0
52,60,3,48,1
41,48,20,12,0
75,80,5,50,1
71,97,5,65,1
92,72,5,50,1
49,39,34,8,0
43,47,28,7,0
53,89,3,44,1
83,54,4,57,1
87,53,3,43,1
44,42,14,15,0
94,83,3,54,1
9,25,71,1,0
85,83,4,50,1
49,40,28,11,0
10,27,83,5,0
89,67,3,63,1
91,64,3,62,1
4,21,71,5,0
54,71,4,70,1
57,72,5,55,1
84,63,4,63,1
90,80,3,62,1
62,79,2,61,1
100,93,4,40,1
36,47,26,8,0
100,99,4,66,1
48,42,10,8,0
52,81,2,66,1
53,79,5,64,1
37,41,20,10,0
70,57,5,42,1
1,27,78,3,0
68,76,4,64,1
67,67,5,51,1
64,89,2,52,1
2,28,55,5,0
56,51,3,54,1
43,41,31,14,0
3,23,80,5,0
60,100,5,57,1
45,31,21,12,0
36,43,30,15,0
10,23,62,7,0
89,55,2,43,1
89,73,3,63,1
94,74,5,45,1
84,75,5,68,1
72,97,3,40,1
39,33,33,12,0
58,65,5,60,1
77,75,2,55,1
87,86,5,51,1
53,70,2,58,1
45,48,35,13,0
5,24,73,7,0
9,26,69,7,0
55,79,4,57,1
11,26,72,6,0
42,38,14,9,0
71,53,2,50,1
71,78,4,57,1
15,25,59,4,0
64,70,3,50,1
99,96,4,68,1
1,30,65,3,0
70,60,5,56,1
39,49,18,15,0
14,20,54,7,0
54,80,5,48,1
36,37,13,13,0
70,87,3,70,1
47,43,21,10,0
59,99,3,66,1
85,60,5,56,1
45,32,34,9,0
46,38,20,9,0
78,71,5,68,1
85,95,2,60,1
69,52,2,42,1
72,83,3,63,1
95,79,2,66,1
60,100,4,50,1
99,63,4,52,1
48,45,25,13,0
5,22,62,1,0
77,97,2,60,1
36,45,21,15,0
76,91,2,69,1
38,31,22,10,0
54,61,4,66,1
90,55,5,67,1
64,69,3,45,1
50,89,2,40,1
56,77,4,46,1
73,53,3,64,1
36,38,10,14,0
97,69,4,46,1
49,35,34,10,0
98,86,4,46,1
54,73,4,59,1
35,38,29,7,0
46,44,34,12,0
85,89,2,44,1
47,32,14,13,0
89,85,4,43,1
47,38,24,13,0
48,50,17,12,0
91,91,2,51,1
81,88,2,69,1
78,57,3,62,1
81,90,2,55,1
69,60,3,42,1
38,35,22,7,0
99,60,3,49,1
79,81,4,59,1
81,51,4,46,1
94,80,5,42,1
92,78,2,51,1
57,98,2,57,1
50,86,2,58,1
45,34,28,15,0
12,20,72,3,0
84,85,3,41,1
92,94,5,61,1
43,31,17,9,0
40,42,27,8,0
99,71,5,63,1
99,58,3,55,1
1,23,71,5,0
87,76,5,53,1
72,93,3,55,1
49,38,20,13,0
47,43,10,13,0
15,21,61,7,0
48,49,16,11,0
98,100,3,59,1
45,44,29,7,0
5,24,69,2,0
39,47,32,13,0
96,97,2,62,1
60,78,4,48,1
59,79,3,43,1
4,23,70,3,0
95,55,5,69,1
69,76,3,62,1
49,50,31,9,0
40,39,33,13,0
72,52,3,49,1
39,42,12,13,0
88,74,3,44,1
43,42,29,14,0
8,20,59,0,0
4,30,68,1,0
80,55,2,45,1
94,66,4,56,1
78,90,5,55,1
63,89,2,53,1
77,87,4,64,1
72,75,4,52,1
43,32,19,14,0
97,62,2,53,1
48,44,26,12,0
56,97,5,47,1
46,44,34,15,0
100,57,3,67,1
46,49,24,13,0
15,27,59,0,0
41,40,24,13,0
67,80,4,41,1
84,100,2,45,1
67,83,3,68,1
1,20,53,6,0
83,80,5,54,1
91,74,5,64,1
12,20,53,6,0
1,29,51,6,0
44,50,27,8,0
47,34,34,14,0
76,99,4,54,1
36,49,32,14,0
87,74,2,50,1
80,57,3,54,1
88,58,2,69,1
58,65,5,47,1
56,52,5,67,1
87,79,4,60,1
84,79,4,46,1
69,92,4,70,1
47,47,30,11,0
81,71,3,69,1
47,49,13,13,0
13,25,66,2,0
43,41,22,9,0
64,71,4,65,1
3,26,84,4,0
35,43,26,14,0
72,57,4,55,1
7,23,57,1,0
57,81,2,45,1
49,46,26,13,0
75,75,3,53,1
47,43,15,14,0
94,91,5,56,1
5,26,77,3,0
96,63,5,66,1
2,22,51,2,0
38,38,20,14,0
65,96,2,68,1
50,95,5,66,1
91,51,2,66,1
53,74,4,54,1
0,21,79,1,0
45,49,22,8,0
68,59,2,62,1
87,70,2,61,1
62,90,5,50,1
89,86,4,50,1
38,43,15,11,0
54,92,5,43,1
45,35,25,10,0
38,48,32,11,0
69,72,3,62,1
45,41,26,13,0
35,33,22,7,0
41,46,15,9,0
76,93,5,64,1
46,35,11,13,0
54,79,3,58,1
75,69,4,54,1
14,26,75,3,0
41,39,12,12,0
86,53,4,69,1
46,40,27,12,0
15,27,79,0,0
94,83,2,40,1
84,73,4,57,1
3,22,63,0,0
5,23,80,4,0
47,47,34,14,0
89,97,2,50,1
64,51,4,52,1
78,76,2,40,1
96,95,4,65,1
95,78,4,69,1
35,48,22,7,0
54,65,5,48,1
82,51,3,59,1
60,97,5,40,1
42,34,23,13,0
91,84,5,47,1
57,79,4,57,1
45,32,34,12,0
97,71,4,44,1
90,93,3,41,1
89,65,2,63,1
81,83,5,41,1
84,73,2,47,1
10,27,60,4,0
97,70,4,49,1
63,82,3,70,1
51,99,4,61,1
100,86,2,43,1
1,26,74,3,0
58,71,4,59,1
87,64,3,66,1
73,92,4,50,1
65,91,5,52,1
74,62,4,49,1
68,70,2,65,1
44,39,25,13,0
52,80,5,53,1
71,73,4,54,1
71,57,4,59,1
94,72,3,48,1
42,40,31,8,0
7,23,77,4,0
36,46,32,8,0
90,52,2,63,1
58,92,4,68,1
12,26,70,2,0
95,97,2,70,1
75,60,5,41,1
40,37,35,11,0
90,83,5,45,1
39,36,18,15,0
98,72,3,46,1
8,26,58,7,0
75,81,2,62,1
43,41,18,15,0
12,27,83,2,0
72,67,4,65,1
92,77,5,44,1
59,65,5,58,1
52,64,3,60,1
48,38,22,7,0
75,68,3,69,1
78,81,2,68,1
56,56,3,57,1
70,54,2,45,1
88,69,5,56,1
98,55,4,53,1
89,56,5,40,1
80,85,3,53,1
71,79,2,56,1
54,90,5,45,1
52,77,5,44,1
81,85,5,55,1
51,60,4,48,1
88,75,4,43,1
71,90,2,55,1
72,65,3,63,1
82,51,2,60,1
5,20,50,7,0
42,31,30,12,0
43,43,11,13,0
13,25,76,5,0
11,27,80,2,0
5,21,72,7,0
76,71,3,65,1
93,67,2,52,1
37,49,24,13,0
4,23,66,2,0
72,76,3,45,1
1,28,83,2,0
70,57,4,60,1
42,41,30,12,0
80,67,5,67,1
57,76,2,57,1
83,76,4,59,1
6,20,73,0,0
48,35,21,9,0
89,91,2,49,1
40,32,32,11,0
77,95,3,51,1
10,22,50,0,0
2,30,52,2,0
83,62,4,49,1
42,48,22,14,0
80,54,3,69,1
74,98,4,66,1
45,32,26,13,0
82,83,3,41,1
52,76,3,52,1
96,97,2,69,1
37,33,18,11,0
89,57,2,58,1
48,43,25,14,0
61,82,5,44,1
83,76,5,47,1
63,52,3,51,1
64,64,3,48,1
79,99,4,65,1
70,83,4,67,1
7,30,63,5,0
49,43,34,14,0
40,50,27,10,0
91,57,5,57,1
55,82,2,57,1
58,63,3,70,1
84,77,5,63,1
40,40,30,11,0
85,90,4,56,1
57,99,5,51,1
46,36,14,9,0
64,64,3,47,1
83,76,5,43,1
64,52,4,49,1
53,78,4,47,1
93,81,3,44,1
56,54,4,42,1
40,35,26,12,0
40,45,22,8,0
88,99,4,52,1
68,93,2,50,1
98,64,3,52,1
98,81,5,66,1
38,50,18,7,0
78,97,4,52,1
83,85,5,50,1
86,77,3,68,1
81,83,5,47,1
39,32,33,11,0
71,96,5,70,1
38,36,16,8,0
90,54,2,43,1
69,58,5,61,1
91,61,5,49,1
15,26,54,7,0
37,48,28,11,0
88,55,5,46,1
89,70,2,45,1
43,43,22,8,0
41,34,33,14,0
97,67,3,45,1
74,57,4,65,1
89,60,4,61,1
84,78,5,56,1
55,77,5,66,1
14,26,68,7,0
4,22,54,2,0
90,54,4,47,1
88,95,5,58,1
64,94,3,45,1
82,53,2,59,1
83,57,2,53,1
82,59,4,45,1
78,95,2,55,1
42,38,33,7,0
87,74,2,60,1
40,44,30,10,0
47,40,25,10,0
81,90,3,67,1
90,85,2,68,1
57,63,3,58,1
47,41,17,15,0
77,78,5,53,1
79,61,4,64,1
73,86,5,66,1
43,37,11,15,0
44,40,22,7,0
61,51,2,52,1
99,55,3,67,1
9,28,77,2,0
39,33,16,15,0
57,82,4,47,1
52,96,5,67,1
63,93,5,61,1
66,92,3,55,1
51,62,3,64,1
78,79,3,54,1
50,52,4,43,1
60,55,4,68,1
88,62,5,61,1
7,23,55,7,0
98,52,4,63,1
39,44,29,11,0
35,34,34,15,0
35,34,33,8,0
72,92,4,64,1
60,56,5,55,1
35,50,30,8,0
45,33,24,9,0
10,22,51,4,0
93,51,3,45,1
5,20,67,6,0
56,66,5,58,1
78,90,4,45,1
93,51,4,61,1
97,57,5,64,1
7,21,52,3,0
76,97,2,56,1
53,63,4,69,1
39,38,35,10,0
88,69,5,67,1
44,34,29,13,0
14,20,68,1,0
36,43,20,14,0
39,43,21,11,0
13,21,63,2,0
37,39,16,12,0
92,78,5,68,1
54,71,2,60,1
55,84,3,54,1
65,82,5,43,1
59,52,5,63,1
81,95,3,62,1
3,21,58,7,0
100,100,5,65,1
5,28,58,6,0
2,30,63,2,0
94,98,3,50,1
37,40,10,14,0
42,45,15,13,0
3,27,84,5,0
100,87,2,42,1
41,31,11,8,0
99,71,2,41,1
62,69,2,64,1
95,91,4,60,1
55,79,4,69,1
79,55,2,46,1
51,58,4,61,1
41,37,25,15,0
73,63,3,56,1
57,74,4,68,1
71,89,2,49,1
65,93,2,68,1
65,62,2,48,1
38,35,11,10,0
65,67,2,58,1
81,94,4,52,1
7,30,66,2,0
44,40,18,8,0
75,59,5,65,1
78,59,4,67,1
93,70,5,54,1
53,65,3,64,1
39,39,14,9,0
80,84,2,46,1
49,39,12,8,0
8,22,74,7,0
53,67,3,44,1
37,41,28,9,0
4,22,79,6,0
46,45,19,7,0
46,34,18,14,0
83,72,4,59,1
99,60,4,40,1
59,80,4,69,1
70,82,3,64,1
76,89,3,67,1
45,41,27,8,0
92,91,5,57,1
54,89,5,47,1
40,33,17,13,0
74,98,4,61,1
83,88,3,41,1
76,73,3,45,1
6,23,82,6,0
84,72,2,64,1
91,90,3,60,1
81,80,3,48,1
81,93,2,46,1
37,32,12,11,0
74,73,4,50,1
54,95,5,67,1
38,39,27,14,0
73,85,5,51,1
60,55,3,43,1
49,50,22,11,0
77,52,2,53,1
79,57,3,60,1
63,92,4,54,1
60,91,5,68,1
91,82,4,52,1
2,20,58,1,0
38,32,13,15,0
45,39,16,9,0
99,63,2,61,1
50,52,2,45,1
65,62,2,50,1
64,68,3,44,1
42,50,10,8,0
44,36,15,7,0
42,50,33,12,0
62,90,4,45,1
86,81,5,67,1
38,47,15,8,0
0,20,51,2,0
47,48,22,11,0
67,75,4,53,1
8,30,66,0,0
10,30,85,3,0
84,71,2,59,1
76,99,2,58,1
2,29,56,7,0
86,68,5,48,1
83,80,3,51,1
64,97,4,50,1
97,63,2,52,1
79,80,4,46,1
43,41,29,9,0
51,82,3,40,1
95,51,3,70,1
13,29,68,5,0
70,54,2,43,1
87,77,5,48,1
43,50,25,7,0
77,96,5,48,1
14,27,58,0,0
81,88,2,61,1
42,31,34,15,0
49,47,31,9,0
60,60,5,48,1
57,62,4,64,1
60,52,4,70,1
46,34,19,15,0
46,40,20,10,0
99,79,4,58,1
48,44,35,15,0
47,44,34,15,0
92,100,5,42,1
88,93,4,64,1
99,72,4,66,1
57,70,5,46,1
85,58,4,56,1
92,71,5,65,1
85,58,3,59,1
47,40,24,10,0
91,75,4,50,1
5,28,70,1,0
47,43,24,8,0
69,92,5,59,1
56,72,2,68,1
8,22,50,2,0
37,32,16,7,0
49,44,20,8,0
38,37,26,13,0
87,69,4,66,1
40,50,19,14,0
53,74,4,54,1
58,55,3,69,1
36,36,24,13,0
12,28,79,4,0
37,47,22,9,0
79,99,3,63,1
73,58,5,44,1
62,71,4,45,1
66,79,4,62,1
10,28,75,0,0
38,44,31,10,0
73,67,3,66,1
60,71,3,67,1
69,52,4,45,1
67,79,5,42,1
37,35,18,9,0
60,99,2,58,1
85,95,5,42,1
89,59,3,44,1
59,62,3,55,1
80,57,5,58,1
56,81,3,47,1
65,51,2,69,1
89,55,3,53,1
52,56,5,55,1
38,43,26,10,0
15,25,63,3,0
66,64,2,52,1
55,79,3,69,1
75,84,2,58,1
78,72,2,61,1
92,68,3,46,1
96,53,5,40,1
78,100,4,48,1
45,33,29,15,0
91,55,5,61,1
2,26,84,4,0
89,64,5,68,1
76,95,4,51,1
99,77,5,45,1
39,50,25,15,0
45,41,25,13,0
54,54,4,54,1
55,74,2,65,1
13,22,65,2,0
58,99,5,70,1
40,41,28,11,0
71,70,2,44,1
38,50,12,13,0
42,44,11,14,0
68,98,2,45,1
46,33,25,7,0
42,38,13,12,0
43,47,25,9,0
68,90,2,48,1
90,84,5,50,1
44,48,24,8,0
36,50,35,9,0
64,72,2,64,1
90,81,2,40,1
48,50,32,11,0
15,20,50,3,0
57,93,3,56,1
65,82,2,53,1
10,23,59,2,0
49,35,10,12,0
35,35,28,11,0
79,51,5,48,1
69,81,4,67,1
87,94,2,50,1
89,71,5,57,1
40,42,15,13,0
84,52,5,49,1
38,38,33,7,0
86,81,2,62,1
65,74,5,51,1
76,62,3,56,1
54,88,2,67,1
6,27,69,1,0
98,83,4,41,1
0,26,62,6,0
97,74,2,55,1
37,41,16,11,0
43,37,32,13,0
37,37,23,15,0
49,42,15,8,0
60,56,3,67,1
45,46,11,12,0
58,98,5,41,1
53,87,4,57,1
39,45,19,14,0
43,32,34,13,0
71,86,5,53,1
93,71,2,56,1
53,82,4,70,1
82,90,4,42,1
69,88,5,46,1
41,37,24,14,0
81,76,2,58,1
70,85,5,68,1
46,34,21,14,0
14,27,67,7,0
67,58,2,42,1
89,76,4,66,1
44,37,22,14,0
3,22,80,3,0
37,31,14,13,0
86,93,5,44,1
92,87,4,61,1
55,65,5,45,1
95,60,3,55,1
47,33,21,13,0
73,65,2,55,1
40,50,18,13,0
44,48,23,14,0
13,28,81,6,0
74,85,2,67,1
5,30,54,5,0
2,30,69,4,0
87,51,4,51,1
37,43,24,10,0
44,49,32,12,0
63,98,4,53,1
97,82,5,55,1
42,33,25,12,0
77,68,5,55,1
90,82,3,56,1
57,100,5,64,1
68,75,2,51,1
96,56,4,43,1
43,42,31,12,0
87,62,5,40,1
35,31,23,10,0
62,73,3,68,1
41,35,21,12,0
9,29,69,6,0
87,54,3,70,1
77,72,4,52,1
59,88,5,69,1
64,87,2,51,1
89,98,2,49,1
38,46,18,11,0
57,58,4,55,1
66,53,4,55,1
36,37,11,11,0
37,47,18,15,0
45,35,13,13,0
55,78,5,60,1
54,84,5,58,1
45,33,22,12,0
55,63,5,47,1
44,31,33,14,0
83,96,3,51,1
7,24,78,7,0
89,95,2,50,1
13,21,69,4,0
49,49,21,15,0
48,44,13,9,0
96,86,5,56,1
48,35,21,9,0
47,37,27,13,0
86,69,5,48,1
78,68,3,49,1
59,92,5,67,1
46,46,27,11,0
83,99,5,64,1
63,75,2,48,1
89,70,5,42,1
78,96,2,52,1
35,43,14,10,0
43,47,32,8,0
49,45,24,9,0
6,22,85,3,0
60,69,5,62,1
57,52,2,66,1
5,27,58,7,0
73,96,3,46,1
53,62,2,48,1
56,53,5,47,1
69,76,2,52,1
85,87,4,52,1
62,74,5,57,1
42,33,27,14,0
3,23,83,2,0
38,50,34,12,0
43,31,23,15,0
86,75,5,52,1
52,70,5,43,1
53,86,4,47,1
100,83,4,64,1
58,68,3,57,1
90,86,2,60,1
38,42,34,12,0
74,80,3,52,1
39,31,35,15,0
52,100,4,54,1
59,74,4,63,1
43,36,35,12,0
48,34,17,8,0
85,78,4,57,1
73,59,3,50,1
56,81,3,55,1
15,23,53,7,0
2,28,80,1,0
6,29,50,3,0
57,78,4,62,1
52,72,4,65,1
97,54,4,57,1
67,65,5,61,1
44,38,18,10,0
67,57,4,69,1
90,68,5,42,1
13,30,68,1,0
59,91,2,46,1
92,58,5,68,1
82,57,4,59,1
96,57,3,52,1
9,26,58,0,0
65,81,3,49,1
55,60,4,69,1
9,27,57,7,0
44,32,32,12,0
35,36,12,9,0
50,86,4,50,1
60,91,4,48,1
96,53,4,59,1
58,91,3,58,1
81,61,4,52,1
98,57,2,52,1
78,60,4,60,1
69,88,2,51,1
43,40,17,15,0
62,72,2,49,1
93,85,3,51,1
63,72,4,61,1
36,32,19,10,0
96,67,4,69,1
85,87,3,54,1
59,59,3,58,1
97,85,3,60,1
93,87,2,45,1
70,75,2,40,1
46,43,10,11,0
40,36,13,7,0
84,83,2,45,1
45,33,18,7,0
48,39,23,7,0
84,63,2,61,1
81,65,5,43,1
2,26,69,7,0
13,26,50,6,0
85,55,3,67,1
75,59,5,47,1
85,92,3,54,1
92,64,2,47,1
79,53,3,70,1
61,55,4,53,1
2,22,63,7,0
87,92,2,67,1
100,73,3,70,1
92,63,5,47,1
54,58,3,53,1
39,41,24,7,0
92,76,4,60,1
1,29,52,7,0
47,46,23,13,0
35,39,13,14,0
58,69,3,61,1
76,66,3,68,1
45,41,30,8,0
100,59,2,52,1
38,49,35,15,0
74,63,3,48,1
55,91,2,42,1
88,65,5,47,1
62,97,5,56,1
98,89,3,50,1
56,53,3,50,1
95,96,4,48,1
83,87,4,48,1
41,48,24,10,0
74,69,5,40,1
50,65,2,59,1
78,53,3,42,1
93,91,2,56,1
69,99,2,41,1
91,79,2,58,1
72,59,3,52,1
100,99,2,58,1
46,49,35,13,0
36,34,27,10,0
96,57,2,44,1
42,39,27,12,0
72,65,4,41,1
74,93,3,69,1
10,24,78,2,0
4,21,65,2,0
11,23,82,1,0
39,37,22,13,0
47,38,12,9,0
37,38,19,8,0
11,20,67,0,0
38,44,25,8,0
12,26,73,5,0
83,95,4,63,1
98,69,3,51,1
1,23,78,4,0
72,68,2,69,1
41,34,13,8,0
76,87,2,44,1
88,93,5,56,1
6,25,54,0,0
64,86,5,44,1
58,98,2,46,1
46,44,18,13,0
13,20,75,4,0
68,94,4,67,1
94,97,5,55,1
3,21,61,4,0
42,41,30,8,0
68,79,3,40,1
77,75,2,47,1
52,73,2,46,1
12,21,53,1,0
15,26,62,6,0
5,22,78,5,0
37,32,32,9,0
15,22,74,3,0
92,87,2,50,1
40,49,10,13,0
8,27,77,7,0
90,62,2,56,1
11,26,55,2,0
81,85,4,50,1
43,37,12,14,0
54,62,2,63,1
9,29,82,2,0
43,47,12,14,0
79,56,3,55,1
1,21,59,6,0
100,91,5,41,1
62,67,2,70,1
45,44,19,11,0
74,89,4,50,1
47,42,16,7,0
13,21,61,0,0
92,67,4,45,1
39,43,33,9,0
88,81,5,61,1
0,22,60,0,0
52,90,4,58,1
40,50,31,12,0
76,86,3,44,1
36,39,34,8,0
92,97,2,51,1
57,79,2,41,1
63,69,3,61,1
8,27,84,2,0
75,90,3,57,1
49,35,26,9,0
56,92,3,61,1
80,76,3,55,1
60,62,4,53,1
73,97,3,57,1
36,40,28,9,0
2,24,71,7,0
90,83,2,50,1
41,33,14,14,0
58,95,3,45,1
50,88,5,62,1
86,74,4,48,1
8,27,61,7,0
37,32,33,11,0
91,63,5,45,1
47,41,20,11,0
97,94,5,51,1
87,59,4,50,1
4,22,53,1,0
94,66,3,50,1
40,31,18,14,0
69,66,5,59,1
14,30,63,4,0
8,24,62,1,0
4,20,77,1,0
37,36,34,13,0
66,72,3,49,1
5,29,69,4,0
59,60,2,66,1
39,38,10,11,0
79,67,2,65,1
61,88,3,54,1
57,71,5,48,1
71,85,5,67,1
49,39,20,7,0
36,32,31,10,0
81,97,4,63,1
81,90,2,56,1
66,93,4,65,1
67,75,2,45,1
6,21,53,2,0
95,59,2,68,1
80,77,4,58,1
93,83,2,55,1
42,33,30,12,0
51,72,5,59,1
76,88,3,69,1
57,98,5,62,1
57,70,3,64,1
40,48,34,14,0
10,24,54,6,0
78,100,2,46,1
79,67,5,41,1
46,40,13,12,0
56,82,4,54,1
59,97,4,67,1
56,81,4,43,1
36,44,35,11,0
5,26,63,4,0
73,53,4,55,1
93,52,2,59,1
80,86,2,66,1
39,41,12,7,0
92,94,2,49,1
42,49,16,9,0
9,26,74,4,0
46,46,10,13,0
69,91,4,46,1
51,59,4,50,1
84,90,4,69,1
49,43,14,7,0
47,38,20,10,0
